Dates,Raw Turbulence,Turbulence,Recession
date,number,number,number
2006-06-19,2.527971424618065,3.1649676435892924,0
2006-06-26,3.311144024252354,3.173171893423709,0
2006-07-03,2.543718308945552,3.137843378359901,0
2006-07-10,3.1188494022886046,3.136777328397992,0
2006-07-17,3.957857900314683,3.182861039840524,0
2006-07-24,3.336136865831036,3.191463750923523,0
2006-07-31,2.4577354557002224,3.1502827460492258,0
2006-08-07,3.325930494840962,3.160141096676075,0
2006-08-14,3.6803874637231333,3.189340281601443,0
2006-08-21,2.296539426522792,3.1392312199717822,0
2006-08-28,3.3617411405510813,3.151719742199437,0
2006-09-04,2.7687359014822768,3.1302245109073814,0
2006-09-11,3.2805909495464056,3.1386639306256026,0
2006-09-18,3.2722870701075033,3.146163621170654,0
2006-09-25,2.9530296172693964,3.1353238424571597,0
2006-10-02,2.4599516343240158,3.0974181130800047,0
2006-10-09,2.688215962462313,3.0744513611244577,0
2006-10-16,2.5792306622360814,3.0466567590250957,0
2006-10-23,2.898838296250783,3.038360346203552,0
2006-10-30,2.2482161517330987,2.994012960208328,0
2006-11-06,2.9281358002443008,2.990315559326769,0
2006-11-13,1.8556233036353613,2.9266301765813294,0
2006-11-20,2.526865203944856,2.9041930927263233,0
2006-11-27,4.20441811768238,2.9771691159204443,0
2006-12-04,2.878397707738776,2.971625502748851,0
2006-12-11,2.494348733723113,2.9448380160462206,0
2006-12-18,2.5480397526368557,2.9225674407856594,0
2006-12-25,1.406458202691183,2.837474767747973,0
2007-01-01,3.255058156092949,2.8609119224315425,0
2007-01-08,2.8881864306736755,2.862442722952901,0
2007-01-15,2.64108348148192,2.850018783381083,0
2007-01-22,2.5241429951842456,2.831728780788141,0
2007-01-29,2.2158138272771706,2.7971601306927147,0
